#    L    TT             EE             TE             PP             TP          
  1420   0.844308E+03   0.134230E+02  -0.505673E+02   0.173018E+06   0.387022E+02
  1421   0.844657E+03   0.132692E+02  -0.499068E+02   0.172813E+06   0.386199E+02
  1422   0.844954E+03   0.131184E+02  -0.492382E+02   0.172608E+06   0.385365E+02
  1423   0.845207E+03   0.129703E+02  -0.485619E+02   0.172404E+06   0.384523E+02
  1424   0.845400E+03   0.128253E+02  -0.478782E+02   0.172199E+06   0.383673E+02
  1425   0.845542E+03   0.126833E+02  -0.471873E+02   0.171996E+06   0.382816E+02
  1426   0.845631E+03   0.125443E+02  -0.464896E+02   0.171792E+06   0.381953E+02
  1427   0.845661E+03   0.124084E+02  -0.457852E+02   0.171589E+06   0.381086E+02
  1428   0.845638E+03   0.122755E+02  -0.450744E+02   0.171386E+06   0.380214E+02
  1429   0.845564E+03   0.121458E+02  -0.443576E+02   0.171184E+06   0.379340E+02
  1430   0.845438E+03   0.120193E+02  -0.436350E+02   0.170982E+06   0.378464E+02
  1431   0.845253E+03   0.118961E+02  -0.429070E+02   0.170780E+06   0.377587E+02
  1432   0.845015E+03   0.117761E+02  -0.421737E+02   0.170579E+06   0.376710E+02
  1433   0.844718E+03   0.116594E+02  -0.414355E+02   0.170378E+06   0.375835E+02
  1434   0.844369E+03   0.115460E+02  -0.406926E+02   0.170177E+06   0.374962E+02
  1435   0.843960E+03   0.114360E+02  -0.399454E+02   0.169977E+06   0.374092E+02
  1436   0.843500E+03   0.113293E+02  -0.391942E+02   0.169777E+06   0.373226E+02
  1437   0.842980E+03   0.112260E+02  -0.384392E+02   0.169577E+06   0.372365E+02
  1438   0.842401E+03   0.111261E+02  -0.376806E+02   0.169378E+06   0.371511E+02
  1439   0.841770E+03   0.110298E+02  -0.369189E+02   0.169179E+06   0.370664E+02
  1440   0.841086E+03   0.109368E+02  -0.361543E+02   0.168981E+06   0.369825E+02
  1441   0.840344E+03   0.108474E+02  -0.353870E+02   0.168783E+06   0.368996E+02
  1442   0.839541E+03   0.107614E+02  -0.346174E+02   0.168585E+06   0.368177E+02
  1443   0.838680E+03   0.106790E+02  -0.338456E+02   0.168387E+06   0.367369E+02
  1444   0.837766E+03   0.106001E+02  -0.330722E+02   0.168190E+06   0.366573E+02
  1445   0.836793E+03   0.105248E+02  -0.322972E+02   0.167993E+06   0.365791E+02
  1446   0.835761E+03   0.104530E+02  -0.315210E+02   0.167797E+06   0.365023E+02
  1447   0.834677E+03   0.103848E+02  -0.307439E+02   0.167601E+06   0.364270E+02
  1448   0.833533E+03   0.103202E+02  -0.299661E+02   0.167405E+06   0.363534E+02
  1449   0.832329E+03   0.102592E+02  -0.291881E+02   0.167209E+06   0.362815E+02
  1450   0.831074E+03   0.102018E+02  -0.284099E+02   0.167014E+06   0.362114E+02
  1451   0.829767E+03   0.101480E+02  -0.276321E+02   0.166820E+06   0.361432E+02
  1452   0.828400E+03   0.100978E+02  -0.268549E+02   0.166625E+06   0.360769E+02
  1453   0.826974E+03   0.100512E+02  -0.260786E+02   0.166431E+06   0.360122E+02
  1454   0.825496E+03   0.100082E+02  -0.253034E+02   0.166237E+06   0.359491E+02
  1455   0.823966E+03   0.996886E+01  -0.245297E+02   0.166044E+06   0.358875E+02
  1456   0.822384E+03   0.993312E+01  -0.237576E+02   0.165851E+06   0.358272E+02
  1457   0.820750E+03   0.990103E+01  -0.229875E+02   0.165658E+06   0.357681E+02
  1458   0.819056E+03   0.987242E+01  -0.222196E+02   0.165466E+06   0.357101E+02
  1459   0.817311E+03   0.984746E+01  -0.214542E+02   0.165274E+06   0.356531E+02
  1460   0.815513E+03   0.982614E+01  -0.206916E+02   0.165082E+06   0.355969E+02
  1461   0.813664E+03   0.980830E+01  -0.199319E+02   0.164890E+06   0.355415E+02
  1462   0.811762E+03   0.979404E+01  -0.191757E+02   0.164699E+06   0.354867E+02
  1463   0.809809E+03   0.978334E+01  -0.184229E+02   0.164509E+06   0.354324E+02
  1464   0.807803E+03   0.977613E+01  -0.176740E+02   0.164318E+06   0.353785E+02
  1465   0.805746E+03   0.977248E+01  -0.169291E+02   0.164128E+06   0.353248E+02
  1466   0.803644E+03   0.977233E+01  -0.161886E+02   0.163938E+06   0.352713E+02
  1467   0.801489E+03   0.977559E+01  -0.154527E+02   0.163749E+06   0.352178E+02
  1468   0.799291E+03   0.978242E+01  -0.147216E+02   0.163560E+06   0.351642E+02
  1469   0.797040E+03   0.979259E+01  -0.139957E+02   0.163371E+06   0.351103E+02
  1470   0.794737E+03   0.980626E+01  -0.132751E+02   0.163182E+06   0.350562E+02
  1471   0.792398E+03   0.982327E+01  -0.125601E+02   0.162994E+06   0.350015E+02
  1472   0.790006E+03   0.984369E+01  -0.118509E+02   0.162806E+06   0.349463E+02
  1473   0.787562E+03   0.986738E+01  -0.111478E+02   0.162619E+06   0.348904E+02
  1474   0.785081E+03   0.989449E+01  -0.104510E+02   0.162432E+06   0.348336E+02
  1475   0.782548E+03   0.992479E+01  -0.976080E+01   0.162245E+06   0.347760E+02
  1476   0.779978E+03   0.995844E+01  -0.907730E+01   0.162058E+06   0.347172E+02
  1477   0.777363E+03   0.999528E+01  -0.840085E+01   0.161872E+06   0.346573E+02
  1478   0.774704E+03   0.100352E+02  -0.773162E+01   0.161686E+06   0.345961E+02
  1479   0.772008E+03   0.100785E+02  -0.706979E+01   0.161501E+06   0.345335E+02
  1480   0.769267E+03   0.101247E+02  -0.641564E+01   0.161315E+06   0.344693E+02
  1481   0.766489E+03   0.101742E+02  -0.576936E+01   0.161130E+06   0.344035E+02
  1482   0.763666E+03   0.102267E+02  -0.513117E+01   0.160946E+06   0.343359E+02
  1483   0.760806E+03   0.102821E+02  -0.450123E+01   0.160761E+06   0.342663E+02
  1484   0.757917E+03   0.103406E+02  -0.387976E+01   0.160577E+06   0.341948E+02
  1485   0.754983E+03   0.104020E+02  -0.326696E+01   0.160394E+06   0.341212E+02
  1486   0.752019E+03   0.104663E+02  -0.266299E+01   0.160210E+06   0.340453E+02
  1487   0.749010E+03   0.105334E+02  -0.206808E+01   0.160027E+06   0.339670E+02
  1488   0.745972E+03   0.106034E+02  -0.148240E+01   0.159845E+06   0.338862E+02
  1489   0.742904E+03   0.106761E+02  -0.906124E+00   0.159662E+06   0.338028E+02
  1490   0.739796E+03   0.107516E+02  -0.339429E+00   0.159480E+06   0.337166E+02
  1491   0.736657E+03   0.108297E+02   0.217521E+00   0.159298E+06   0.336276E+02
  1492   0.733488E+03   0.109104E+02   0.764559E+00   0.159117E+06   0.335357E+02
  1493   0.730288E+03   0.109937E+02   0.130150E+01   0.158935E+06   0.334406E+02
  1494   0.727057E+03   0.110795E+02   0.182820E+01   0.158754E+06   0.333423E+02
  1495   0.723798E+03   0.111679E+02   0.234448E+01   0.158574E+06   0.332407E+02
  1496   0.720510E+03   0.112586E+02   0.285020E+01   0.158393E+06   0.331356E+02
  1497   0.717195E+03   0.113517E+02   0.334524E+01   0.158213E+06   0.330270E+02
  1498   0.713854E+03   0.114472E+02   0.382946E+01   0.158034E+06   0.329147E+02
  1499   0.710488E+03   0.115448E+02   0.430275E+01   0.157854E+06   0.327985E+02
  1500   0.707096E+03   0.116448E+02   0.476495E+01   0.157675E+06   0.326784E+02
  1501   0.703682E+03   0.117468E+02   0.521595E+01   0.157496E+06   0.325543E+02
  1502   0.700245E+03   0.118510E+02   0.565562E+01   0.157318E+06   0.324263E+02
  1503   0.696787E+03   0.119572E+02   0.608385E+01   0.157140E+06   0.322943E+02
  1504   0.693307E+03   0.120653E+02   0.650055E+01   0.156962E+06   0.321586E+02
  1505   0.689808E+03   0.121755E+02   0.690561E+01   0.156784E+06   0.320191E+02
  1506   0.686290E+03   0.122874E+02   0.729892E+01   0.156607E+06   0.318760E+02
  1507   0.682754E+03   0.124012E+02   0.768039E+01   0.156430E+06   0.317293E+02
  1508   0.679200E+03   0.125168E+02   0.804988E+01   0.156253E+06   0.315792E+02
  1509   0.675630E+03   0.126341E+02   0.840742E+01   0.156077E+06   0.314256E+02
  1510   0.672044E+03   0.127529E+02   0.875277E+01   0.155901E+06   0.312688E+02
  1511   0.668443E+03   0.128733E+02   0.908602E+01   0.155725E+06   0.311087E+02
  1512   0.664831E+03   0.129953E+02   0.940708E+01   0.155549E+06   0.309455E+02
  1513   0.661206E+03   0.131187E+02   0.971596E+01   0.155374E+06   0.307793E+02
  1514   0.657570E+03   0.132434E+02   0.100125E+02   0.155199E+06   0.306101E+02
  1515   0.653926E+03   0.133695E+02   0.102968E+02   0.155025E+06   0.304379E+02
  1516   0.650273E+03   0.134969E+02   0.105687E+02   0.154850E+06   0.302630E+02
  1517   0.646612E+03   0.136255E+02   0.108282E+02   0.154676E+06   0.300854E+02
  1518   0.642945E+03   0.137552E+02   0.110752E+02   0.154503E+06   0.299051E+02
  1519   0.639272E+03   0.138860E+02   0.113099E+02   0.154329E+06   0.297222E+02
  1520   0.635595E+03   0.140178E+02   0.115320E+02   0.154156E+06   0.295369E+02
  1521   0.631914E+03   0.141505E+02   0.117417E+02   0.153983E+06   0.293492E+02
  1522   0.628231E+03   0.142842E+02   0.119388E+02   0.153810E+06   0.291592E+02
  1523   0.624545E+03   0.144187E+02   0.121233E+02   0.153638E+06   0.289669E+02
  1524   0.620858E+03   0.145539E+02   0.122953E+02   0.153466E+06   0.287725E+02
  1525   0.617171E+03   0.146898E+02   0.124547E+02   0.153294E+06   0.285761E+02
  1526   0.613486E+03   0.148263E+02   0.126016E+02   0.153123E+06   0.283777E+02
  1527   0.609802E+03   0.149634E+02   0.127360E+02   0.152952E+06   0.281773E+02
  1528   0.606121E+03   0.151010E+02   0.128578E+02   0.152781E+06   0.279752E+02
  1529   0.602445E+03   0.152390E+02   0.129672E+02   0.152610E+06   0.277714E+02
  1530   0.598773E+03   0.153774E+02   0.130641E+02   0.152440E+06   0.275659E+02
  1531   0.595107E+03   0.155161E+02   0.131485E+02   0.152270E+06   0.273588E+02
  1532   0.591446E+03   0.156551E+02   0.132205E+02   0.152100E+06   0.271503E+02
  1533   0.587795E+03   0.157941E+02   0.132801E+02   0.151931E+06   0.269403E+02
  1534   0.584151E+03   0.159333E+02   0.133273E+02   0.151761E+06   0.267291E+02
  1535   0.580516E+03   0.160726E+02   0.133622E+02   0.151592E+06   0.265166E+02
  1536   0.576892E+03   0.162118E+02   0.133848E+02   0.151424E+06   0.263030E+02
  1537   0.573277E+03   0.163509E+02   0.133951E+02   0.151255E+06   0.260883E+02
  1538   0.569675E+03   0.164898E+02   0.133933E+02   0.151087E+06   0.258726E+02
  1539   0.566085E+03   0.166285E+02   0.133793E+02   0.150920E+06   0.256560E+02
  1540   0.562509E+03   0.167670E+02   0.133534E+02   0.150752E+06   0.254387E+02
  1541   0.558947E+03   0.169051E+02   0.133155E+02   0.150585E+06   0.252206E+02
  1542   0.555401E+03   0.170428E+02   0.132657E+02   0.150418E+06   0.250018E+02
  1543   0.551871E+03   0.171800E+02   0.132041E+02   0.150251E+06   0.247825E+02
  1544   0.548359E+03   0.173167E+02   0.131309E+02   0.150085E+06   0.245627E+02
  1545   0.544864E+03   0.174528E+02   0.130460E+02   0.149919E+06   0.243425E+02
  1546   0.541388E+03   0.175882E+02   0.129497E+02   0.149753E+06   0.241219E+02
  1547   0.537932E+03   0.177230E+02   0.128419E+02   0.149587E+06   0.239012E+02
  1548   0.534496E+03   0.178570E+02   0.127229E+02   0.149422E+06   0.236803E+02
  1549   0.531081E+03   0.179901E+02   0.125926E+02   0.149257E+06   0.234593E+02
  1550   0.527687E+03   0.181223E+02   0.124511E+02   0.149092E+06   0.232384E+02
  1551   0.524316E+03   0.182536E+02   0.122987E+02   0.148927E+06   0.230175E+02
  1552   0.520968E+03   0.183838E+02   0.121354E+02   0.148763E+06   0.227968E+02
  1553   0.517645E+03   0.185130E+02   0.119613E+02   0.148599E+06   0.225762E+02
  1554   0.514345E+03   0.186410E+02   0.117766E+02   0.148435E+06   0.223558E+02
  1555   0.511070E+03   0.187678E+02   0.115814E+02   0.148272E+06   0.221357E+02
  1556   0.507822E+03   0.188934E+02   0.113758E+02   0.148109E+06   0.219158E+02
  1557   0.504600E+03   0.190178E+02   0.111600E+02   0.147946E+06   0.216963E+02
  1558   0.501406E+03   0.191407E+02   0.109341E+02   0.147783E+06   0.214770E+02
  1559   0.498240E+03   0.192623E+02   0.106984E+02   0.147621E+06   0.212581E+02
  1560   0.495102E+03   0.193824E+02   0.104527E+02   0.147459E+06   0.210396E+02
  1561   0.491993E+03   0.195010E+02   0.101976E+02   0.147297E+06   0.208215E+02
  1562   0.488915E+03   0.196181E+02   0.993289E+01   0.147135E+06   0.206039E+02
  1563   0.485866E+03   0.197336E+02   0.965895E+01   0.146974E+06   0.203868E+02
  1564   0.482849E+03   0.198475E+02   0.937586E+01   0.146813E+06   0.201702E+02
  1565   0.479864E+03   0.199596E+02   0.908386E+01   0.146652E+06   0.199542E+02
  1566   0.476911E+03   0.200700E+02   0.878303E+01   0.146492E+06   0.197387E+02
  1567   0.473990E+03   0.201787E+02   0.847357E+01   0.146331E+06   0.195239E+02
  1568   0.471102E+03   0.202855E+02   0.815557E+01   0.146171E+06   0.193098E+02
  1569   0.468249E+03   0.203904E+02   0.782933E+01   0.146012E+06   0.190963E+02
  1570   0.465429E+03   0.204934E+02   0.749499E+01   0.145852E+06   0.188835E+02
  1571   0.462645E+03   0.205943E+02   0.715266E+01   0.145693E+06   0.186715E+02
  1572   0.459895E+03   0.206933E+02   0.680254E+01   0.145534E+06   0.184603E+02
  1573   0.457181E+03   0.207903E+02   0.644482E+01   0.145375E+06   0.182499E+02
  1574   0.454503E+03   0.208850E+02   0.607973E+01   0.145217E+06   0.180403E+02
  1575   0.451861E+03   0.209777E+02   0.570745E+01   0.145059E+06   0.178317E+02
  1576   0.449256E+03   0.210683E+02   0.532821E+01   0.144901E+06   0.176239E+02
  1577   0.446688E+03   0.211566E+02   0.494220E+01   0.144743E+06   0.174171E+02
  1578   0.444159E+03   0.212428E+02   0.454965E+01   0.144586E+06   0.172113E+02
  1579   0.441668E+03   0.213266E+02   0.415073E+01   0.144428E+06   0.170065E+02
  1580   0.439215E+03   0.214082E+02   0.374566E+01   0.144272E+06   0.168028E+02
  1581   0.436802E+03   0.214875E+02   0.333462E+01   0.144115E+06   0.166001E+02
  1582   0.434428E+03   0.215644E+02   0.291781E+01   0.143959E+06   0.163986E+02
  1583   0.432093E+03   0.216389E+02   0.249541E+01   0.143802E+06   0.161981E+02
  1584   0.429797E+03   0.217110E+02   0.206763E+01   0.143646E+06   0.159989E+02
  1585   0.427541E+03   0.217806E+02   0.163466E+01   0.143491E+06   0.158009E+02
  1586   0.425326E+03   0.218478E+02   0.119667E+01   0.143335E+06   0.156041E+02
  1587   0.423151E+03   0.219124E+02   0.753888E+00   0.143180E+06   0.154086E+02
  1588   0.421016E+03   0.219745E+02   0.306521E+00   0.143025E+06   0.152144E+02
  1589   0.418922E+03   0.220340E+02  -0.145232E+00   0.142871E+06   0.150216E+02
  1590   0.416869E+03   0.220909E+02  -0.601160E+00   0.142716E+06   0.148301E+02
  1591   0.414857E+03   0.221452E+02  -0.106106E+01   0.142562E+06   0.146400E+02
  1592   0.412886E+03   0.221968E+02  -0.152470E+01   0.142408E+06   0.144514E+02
  1593   0.410956E+03   0.222458E+02  -0.199191E+01   0.142255E+06   0.142643E+02
  1594   0.409068E+03   0.222920E+02  -0.246245E+01   0.142101E+06   0.140786E+02
  1595   0.407221E+03   0.223356E+02  -0.293612E+01   0.141948E+06   0.138945E+02
  1596   0.405415E+03   0.223764E+02  -0.341270E+01   0.141795E+06   0.137120E+02
  1597   0.403651E+03   0.224146E+02  -0.389199E+01   0.141643E+06   0.135311E+02
  1598   0.401929E+03   0.224499E+02  -0.437377E+01   0.141490E+06   0.133518E+02
  1599   0.400248E+03   0.224825E+02  -0.485782E+01   0.141338E+06   0.131741E+02
  1600   0.398610E+03   0.225123E+02  -0.534393E+01   0.141186E+06   0.129982E+02
  1601   0.397013E+03   0.225394E+02  -0.583191E+01   0.141034E+06   0.128240E+02
  1602   0.395458E+03   0.225636E+02  -0.632155E+01   0.140883E+06   0.126516E+02
  1603   0.393944E+03   0.225849E+02  -0.681265E+01   0.140732E+06   0.124809E+02
  1604   0.392472E+03   0.226035E+02  -0.730501E+01   0.140581E+06   0.123120E+02
  1605   0.391041E+03   0.226192E+02  -0.779845E+01   0.140430E+06   0.121450E+02
  1606   0.389651E+03   0.226321E+02  -0.829273E+01   0.140280E+06   0.119797E+02
  1607   0.388303E+03   0.226421E+02  -0.878760E+01   0.140129E+06   0.118163E+02
  1608   0.386995E+03   0.226491E+02  -0.928300E+01   0.139979E+06   0.116547E+02
  1609   0.385729E+03   0.226533E+02  -0.977854E+01   0.139830E+06   0.114950E+02
  1610   0.384503E+03   0.226547E+02  -0.102742E+02   0.139680E+06   0.113372E+02
  1611   0.383318E+03   0.226533E+02  -0.107695E+02   0.139531E+06   0.111813E+02
  1612   0.382174E+03   0.226490E+02  -0.112644E+02   0.139382E+06   0.110273E+02
  1613   0.381070E+03   0.226419E+02  -0.117587E+02   0.139233E+06   0.108752E+02
  1614   0.380007E+03   0.226320E+02  -0.122521E+02   0.139084E+06   0.107251E+02
  1615   0.378983E+03   0.226194E+02  -0.127445E+02   0.138936E+06   0.105770E+02
  1616   0.377999E+03   0.226040E+02  -0.132356E+02   0.138788E+06   0.104309E+02
  1617   0.377055E+03   0.225857E+02  -0.137253E+02   0.138640E+06   0.102867E+02
  1618   0.376150E+03   0.225647E+02  -0.142133E+02   0.138492E+06   0.101446E+02
  1619   0.375284E+03   0.225409E+02  -0.146996E+02   0.138345E+06   0.100045E+02
  1620   0.374457E+03   0.225144E+02  -0.151838E+02   0.138198E+06   0.986651E+01
  1621   0.373668E+03   0.224850E+02  -0.156659E+02   0.138051E+06   0.973057E+01
  1622   0.372917E+03   0.224529E+02  -0.161455E+02   0.137904E+06   0.959671E+01
  1623   0.372204E+03   0.224181E+02  -0.166227E+02   0.137758E+06   0.946496E+01
  1624   0.371528E+03   0.223806E+02  -0.170970E+02   0.137612E+06   0.933534E+01
  1625   0.370889E+03   0.223403E+02  -0.175684E+02   0.137466E+06   0.920785E+01
  1626   0.370287E+03   0.222975E+02  -0.180367E+02   0.137320E+06   0.908252E+01
  1627   0.369721E+03   0.222519E+02  -0.185016E+02   0.137174E+06   0.895937E+01
  1628   0.369191E+03   0.222037E+02  -0.189630E+02   0.137029E+06   0.883840E+01
  1629   0.368697E+03   0.221529E+02  -0.194208E+02   0.136884E+06   0.871965E+01
  1630   0.368238E+03   0.220994E+02  -0.198747E+02   0.136739E+06   0.860312E+01
  1631   0.367814E+03   0.220435E+02  -0.203246E+02   0.136595E+06   0.848883E+01
  1632   0.367424E+03   0.219849E+02  -0.207703E+02   0.136450E+06   0.837679E+01
  1633   0.367068E+03   0.219237E+02  -0.212117E+02   0.136306E+06   0.826704E+01
  1634   0.366745E+03   0.218601E+02  -0.216486E+02   0.136162E+06   0.815957E+01
  1635   0.366455E+03   0.217939E+02  -0.220808E+02   0.136019E+06   0.805442E+01
  1636   0.366198E+03   0.217252E+02  -0.225082E+02   0.135875E+06   0.795159E+01
  1637   0.365973E+03   0.216541E+02  -0.229306E+02   0.135732E+06   0.785110E+01
  1638   0.365779E+03   0.215805E+02  -0.233479E+02   0.135589E+06   0.775298E+01
  1639   0.365616E+03   0.215045E+02  -0.237598E+02   0.135446E+06   0.765723E+01
  1640   0.365484E+03   0.214262E+02  -0.241665E+02   0.135304E+06   0.756387E+01
  1641   0.365381E+03   0.213457E+02  -0.245675E+02   0.135161E+06   0.747293E+01
  1642   0.365308E+03   0.212628E+02  -0.249627E+02   0.135019E+06   0.738441E+01
  1643   0.365264E+03   0.211776E+02  -0.253522E+02   0.134877E+06   0.729833E+01
  1644   0.365250E+03   0.210904E+02  -0.257356E+02   0.134736E+06   0.721472E+01
  1645   0.365262E+03   0.210009E+02  -0.261129E+02   0.134594E+06   0.713359E+01
  1646   0.365302E+03   0.209091E+02  -0.264840E+02   0.134453E+06   0.705495E+01
  1647   0.365369E+03   0.208154E+02  -0.268488E+02   0.134312E+06   0.697882E+01
  1648   0.365462E+03   0.207195E+02  -0.272070E+02   0.134171E+06   0.690522E+01
  1649   0.365581E+03   0.206215E+02  -0.275586E+02   0.134031E+06   0.683416E+01
  1650   0.365724E+03   0.205215E+02  -0.279034E+02   0.133890E+06   0.676567E+01
  1651   0.365892E+03   0.204195E+02  -0.282414E+02   0.133750E+06   0.669976E+01
  1652   0.366084E+03   0.203156E+02  -0.285724E+02   0.133610E+06   0.663643E+01
  1653   0.366299E+03   0.202097E+02  -0.288965E+02   0.133471E+06   0.657571E+01
  1654   0.366537E+03   0.201019E+02  -0.292133E+02   0.133331E+06   0.651759E+01
  1655   0.366797E+03   0.199923E+02  -0.295229E+02   0.133192E+06   0.646210E+01
  1656   0.367078E+03   0.198810E+02  -0.298252E+02   0.133053E+06   0.640924E+01
  1657   0.367380E+03   0.197679E+02  -0.301200E+02   0.132914E+06   0.635901E+01
  1658   0.367702E+03   0.196531E+02  -0.304074E+02   0.132776E+06   0.631144E+01
  1659   0.368045E+03   0.195366E+02  -0.306871E+02   0.132637E+06   0.626653E+01
  1660   0.368406E+03   0.194185E+02  -0.309592E+02   0.132499E+06   0.622429E+01
  1661   0.368785E+03   0.192989E+02  -0.312236E+02   0.132361E+06   0.618474E+01
  1662   0.369182E+03   0.191777E+02  -0.314801E+02   0.132224E+06   0.614787E+01
  1663   0.369596E+03   0.190551E+02  -0.317288E+02   0.132086E+06   0.611371E+01
  1664   0.370027E+03   0.189310E+02  -0.319695E+02   0.131949E+06   0.608226E+01
  1665   0.370473E+03   0.188055E+02  -0.322022E+02   0.131812E+06   0.605354E+01
  1666   0.370935E+03   0.186786E+02  -0.324268E+02   0.131675E+06   0.602754E+01
  1667   0.371411E+03   0.185505E+02  -0.326433E+02   0.131539E+06   0.600429E+01
  1668   0.371901E+03   0.184211E+02  -0.328516E+02   0.131402E+06   0.598380E+01
  1669   0.372404E+03   0.182904E+02  -0.330517E+02   0.131266E+06   0.596607E+01
  1670   0.372919E+03   0.181587E+02  -0.332434E+02   0.131130E+06   0.595111E+01
  1671   0.373446E+03   0.180257E+02  -0.334268E+02   0.130994E+06   0.593894E+01
  1672   0.373985E+03   0.178916E+02  -0.336018E+02   0.130859E+06   0.592956E+01
  1673   0.374534E+03   0.177566E+02  -0.337685E+02   0.130723E+06   0.592298E+01
  1674   0.375093E+03   0.176206E+02  -0.339267E+02   0.130588E+06   0.591923E+01
  1675   0.375661E+03   0.174836E+02  -0.340765E+02   0.130453E+06   0.591829E+01
  1676   0.376238E+03   0.173459E+02  -0.342180E+02   0.130319E+06   0.592020E+01
  1677   0.376824E+03   0.172074E+02  -0.343509E+02   0.130184E+06   0.592495E+01
  1678   0.377417E+03   0.170681E+02  -0.344754E+02   0.130050E+06   0.593255E+01
  1679   0.378017E+03   0.169281E+02  -0.345915E+02   0.129916E+06   0.594302E+01
  1680   0.378622E+03   0.167876E+02  -0.346989E+02   0.129782E+06   0.595637E+01
  1681   0.379234E+03   0.166464E+02  -0.347980E+02   0.129648E+06   0.597261E+01
  1682   0.379850E+03   0.165046E+02  -0.348885E+02   0.129515E+06   0.599174E+01
  1683   0.380470E+03   0.163623E+02  -0.349705E+02   0.129382E+06   0.601378E+01
  1684   0.381094E+03   0.162195E+02  -0.350439E+02   0.129249E+06   0.603874E+01
  1685   0.381721E+03   0.160764E+02  -0.351088E+02   0.129116E+06   0.606663E+01
  1686   0.382350E+03   0.159328E+02  -0.351652E+02   0.128983E+06   0.609745E+01
  1687   0.382980E+03   0.157889E+02  -0.352132E+02   0.128851E+06   0.613123E+01
  1688   0.383613E+03   0.156448E+02  -0.352527E+02   0.128719E+06   0.616796E+01
  1689   0.384245E+03   0.155004E+02  -0.352838E+02   0.128587E+06   0.620766E+01
  1690   0.384878E+03   0.153559E+02  -0.353064E+02   0.128455E+06   0.625034E+01
  1691   0.385509E+03   0.152113E+02  -0.353207E+02   0.128323E+06   0.629602E+01
  1692   0.386140E+03   0.150665E+02  -0.353266E+02   0.128192E+06   0.634469E+01
  1693   0.386767E+03   0.149217E+02  -0.353242E+02   0.128061E+06   0.639637E+01
  1694   0.387393E+03   0.147770E+02  -0.353134E+02   0.127930E+06   0.645107E+01
  1695   0.388015E+03   0.146324E+02  -0.352944E+02   0.127799E+06   0.650880E+01
  1696   0.388634E+03   0.144877E+02  -0.352672E+02   0.127668E+06   0.656958E+01
  1697   0.389248E+03   0.143433E+02  -0.352318E+02   0.127538E+06   0.663340E+01
  1698   0.389857E+03   0.141991E+02  -0.351881E+02   0.127408E+06   0.670029E+01
  1699   0.390460E+03   0.140550E+02  -0.351364E+02   0.127278E+06   0.677025E+01
  1700   0.391057E+03   0.139113E+02  -0.350766E+02   0.127148E+06   0.684329E+01
  1701   0.391648E+03   0.137679E+02  -0.350089E+02   0.127019E+06   0.691940E+01
  1702   0.392231E+03   0.136249E+02  -0.349332E+02   0.126889E+06   0.699847E+01
  1703   0.392806E+03   0.134824E+02  -0.348498E+02   0.126760E+06   0.708038E+01
  1704   0.393374E+03   0.133403E+02  -0.347587E+02   0.126631E+06   0.716499E+01
  1705   0.393933E+03   0.131988E+02  -0.346599E+02   0.126502E+06   0.725218E+01
  1706   0.394483E+03   0.130579E+02  -0.345536E+02   0.126374E+06   0.734181E+01
  1707   0.395023E+03   0.129176E+02  -0.344397E+02   0.126246E+06   0.743377E+01
  1708   0.395553E+03   0.127780E+02  -0.343185E+02   0.126117E+06   0.752791E+01
  1709   0.396073E+03   0.126391E+02  -0.341899E+02   0.125989E+06   0.762411E+01
  1710   0.396581E+03   0.125010E+02  -0.340541E+02   0.125862E+06   0.772224E+01
  1711   0.397078E+03   0.123637E+02  -0.339111E+02   0.125734E+06   0.782218E+01
  1712   0.397562E+03   0.122271E+02  -0.337611E+02   0.125607E+06   0.792379E+01
  1713   0.398034E+03   0.120915E+02  -0.336041E+02   0.125480E+06   0.802694E+01
  1714   0.398493E+03   0.119567E+02  -0.334401E+02   0.125353E+06   0.813151E+01
  1715   0.398939E+03   0.118230E+02  -0.332694E+02   0.125226E+06   0.823736E+01
  1716   0.399371E+03   0.116902E+02  -0.330920E+02   0.125099E+06   0.834437E+01
  1717   0.399789E+03   0.115585E+02  -0.329080E+02   0.124973E+06   0.845241E+01
  1718   0.400192E+03   0.114279E+02  -0.327177E+02   0.124847E+06   0.856135E+01
  1719   0.400580E+03   0.112983E+02  -0.325208E+02   0.124721E+06   0.867105E+01
  1720   0.400952E+03   0.111699E+02  -0.323178E+02   0.124595E+06   0.878140E+01
  1721   0.401310E+03   0.110427E+02  -0.321087E+02   0.124469E+06   0.889226E+01
  1722   0.401651E+03   0.109167E+02  -0.318935E+02   0.124344E+06   0.900350E+01
  1723   0.401975E+03   0.107921E+02  -0.316725E+02   0.124219E+06   0.911500E+01
  1724   0.402283E+03   0.106687E+02  -0.314457E+02   0.124094E+06   0.922662E+01
  1725   0.402574E+03   0.105467E+02  -0.312133E+02   0.123969E+06   0.933823E+01
  1726   0.402846E+03   0.104260E+02  -0.309753E+02   0.123844E+06   0.944971E+01
  1727   0.403102E+03   0.103067E+02  -0.307319E+02   0.123720E+06   0.956093E+01
  1728   0.403339E+03   0.101889E+02  -0.304832E+02   0.123595E+06   0.967176E+01
  1729   0.403558E+03   0.100725E+02  -0.302294E+02   0.123471E+06   0.978207E+01
  1730   0.403758E+03   0.995771E+01  -0.299705E+02   0.123347E+06   0.989173E+01
  1731   0.403938E+03   0.984436E+01  -0.297066E+02   0.123224E+06   0.100006E+02
